CLY23-D4,Rep,Female genotype,Species,Notes,DTS,DTA,PH (cm),EH (cm),EN,BW (cm),BL (cm),SL (cm),SPAD 1,SPAD 1 Date,SPAD 2,SPAD 2 Date,Leaf Auringle,ST,StPu,StPi,Zigzag,Prolificacy,Brace roots,Fv/Fm,Fv/Fm Date
3162,1,Bals-JLNCM-654_P1_P1_P5_P1.2.1.1,Bals,,6/27/2023,6/26/2023,,,,,,,,,,,,N,N,N,,,,,8/2/2023
3163,1,Nabo-JSG-SRV-606_P2_P1_P4_P1.1.1.1,Nabo,,6/27/2023,6/27/2023,,,,,,,,,,,,N,N,N,,,,,8/2/2023
3164,1,Bals-JSG-RMM-LCL-514_P3_P1_P4_P1.2.1.1,Bals,,7/1/2023,6/28/2023,180,70,3,,,,,,,,,N,N,N,,,,,8/6/2023
3165,1,Mesa-JSG-427_P2_P1_P2_P1.2.1.1,Mesa,,6/28/2023,6/27/2023,178,70,4,,,,,,,,,N,N,N,,,,,8/3/2023
3166,1,Chal-JSG-JMHC-629_P4_P1_P4_P1.1.1.1,Chal,,6/28/2023,6/28/2023,200,75,2,,,,,,,,,N,N,Y,,,,,8/3/2023
3167,1,Dura-JSG-SRV-EAM-705_P4_P1_P1_P4.2.1.1,Dura,,7/5/2023,7/1/2023,177,68,2,,,,,,,,,N,N,N,,,,,8/10/2023
3168,1,Bals-JSG-RMM-LCL-474_P2_P1_P4_P1.1.1.1,Bals,,6/26/2023,6/28/2023,189,77,3,,,,,,,,,N,N,N,,,,,8/1/2023
3169,1,Hueh-H1_P3_P1_P2_P1.3.1.1,Hueh,,7/1/2023,7/1/2023,192,64,2,,,,,,,,,N,N,N,,,,,8/6/2023
3170,1,Zdip-CIM10003_P3_P1_P4_P4.3.1.1,Zdip,,7/5/2023,7/5/2023,210,90,2,,,,,,,,,N,N,N,,,,,8/10/2023
3171,1,Zdip-JSG-RMM-LCL-551_P3_P1_P4_P3.2.1.1,Zdip,,7/3/2023,7/2/2023,210,102,2,,,,,,,,,N,N,N,,,,,8/8/2023
3172,1,Nabo-JSG-SRV-606_P2_P1_P5_P1.2.1.1,Nabo,,7/1/2023,6/29/2023,165,68,2,,,,,,,,,N,N,N,,,,,8/6/2023
3173,1,Bals-JLNCM-646_P2_P1_P1_P1.1.1.1,Bals,,6/27/2023,6/27/2023,185,75,2,,,,,,,,,N,N,N,,,,,8/2/2023
3174,1,Hueh-H2_P4_P1_P1_P1.3.1.1,Hueh,,7/4/2023,7/2/2023,200,64,3,,,,,,,,,N,N,N,,,,,8/9/2023
3175,1,Zdip-CIM10003_P2_P1_P5_P4.2.1.1,Zdip,,7/1/2023,6/29/2023,180,70,2,,,,,,,,,N,N,N,,,,,8/6/2023
3176,1,Nabo-JSG-SRV-604_P3_P1_P1_P2.4.1.1,Nabo,,6/25/2023,6/27/2023,,,,,,,,,,,,N,N,N,,,,,7/31/2023
3177,1,Bals-JSG-RMM-LCL-523_P1_P1_P2_P2.2.1.1,Bals,,6/29/2023,6/28/2023,,,,,,,,,,,,N,N,N,,,,,8/4/2023
3178,1,Bals-JSG-RMM-LCL-483_P3_P1_P1_P1.1.1.1,Bals,,6/28/2023,6/28/2023,194,81,3,,,,,,,,,N,N,N,,,,,8/3/2023
3179,1,Zlux-G3_P3_P1_P3_P1.3.1.1,Zlux,,6/30/2023,6/30/2023,207,74,3,,,,,,,,,N,N,N,,,,,8/5/2023
3180,1,Bals-JSG-Y-RMM-458_P1_P1_P2_P1.1.1.1,Bals,,6/27/2023,6/27/2023,207,93,3,,,,,,,,,N,N,N,,,,,8/2/2023
3181,1,B73,B73,,6/27/2023,6/26/2023,231,103,3,,,,,,,,,N,N,N,,,,,8/2/2023
3182,1,Zdip-CIM10003_P2_P1_P1_P2.1.1.1,Zdip,,6/26/2023,6/28/2023,168,60,3,,,,,,,,,N,N,N,,,,,8/1/2023
3183,1,Zdip-JLVTKV-719_P2_P1_P5_P1.5.1.1,Zdip,,7/1/2023,6/30/2023,221,72,3,,,,,,,,,N,N,N,,,,,8/6/2023
3184,1,Mesa-JSG-LCL-JGRF-586_P1_P2_P2_P1.2.1.1,Mesa,,6/30/2023,6/29/2023,209,85,2,,,,,,,,,N,N,N,,,,,8/5/2023
3185,1,Dura-JSG-SRV-EAM-705_P4_P1_P5_P4.2.1.1,Dura,,6/25/2023,6/24/2023,191,80,4,,,,,,,,,N,N,N,,,,,7/31/2023
3186,1,Zdip-CIM10003_P3_P1_P4_P2.2.1.1,Zdip,,6/29/2023,6/30/2023,212,111,3,,,,,,,,,N,N,N,,,,,8/4/2023
3187,1,Mesa-JSG-RMM-LCL-536_P1_P1_P4_P2.2.1.1,Mesa,,6/27/2023,6/27/2023,184,65,3,,,,,,,,,N,N,N,,,,,8/2/2023
3188,1,B73,B73,,6/28/2023,6/27/2023,,,,,,,,,,,,N,N,N,,,,,8/3/2023
3189,1,Chal-JSG-Y-RMM-463_P2_P1_P4_P1.2.1.1,Chal,,6/28/2023,6/27/2023,,,,,,,,,,,,N,N,N,,,,,8/3/2023
3190,1,Zdip-JSG-RMM-LCL-551_P2_P1_P2_P2.1.1.1,Zdip,,7/1/2023,6/29/2023,180,64,3,,,,,,,,,N,N,N,,,,,8/6/2023
3191,1,Hueh-H2_P4_P1_P4_P2.4.1.1,Hueh,NG,NA,NA,,,,,,,,,,,,,,,,,,,
3192,1,Nabo-JSG-SRV-604_P2_P1_P5_P3.4.1.1,Nabo,,6/29/2023,6/28/2023,178,58,2,,,,,,,,,N,N,N,,,,,8/4/2023
3193,1,Dura-JSG-SRV-EAM-708_P3_P1_P5_P4.2.1.1,Dura,,7/1/2023,6/30/2023,146,62,2,,,,,,,,,N,N,N,,,,,8/6/2023
3194,1,Dura-JSG-Y-RMM-429_P2_P1_P3_P2.1.1.1,Dura,,6/27/2023,6/26/2023,180,73,2,,,,,,,,,N,N,N,,,,,8/2/2023
3195,1,Bals-JSG-Y-RMM-458_P1_P1_P4_P2.2.1.1,Bals,,6/28/2023,6/27/2023,181,61,3,,,,,,,,,N,N,N,,,,,8/3/2023
3196,1,Bals-JSG-LCL-676_P3_P1_P2_P1.3.1.1,Bals,,7/1/2023,6/29/2023,161,55,2,,,,,,,,,N,N,N,,,,,8/6/2023
3197,1,Mesa-JSG-LCL-566_P2_P1_P1_P1.4.1.1,Mesa,,6/26/2023,6/26/2023,174,58,3,,,,,,,,,N,N,N,,,,,8/1/2023
3198,1,Nabo-JSG-SRV-606_P2_P1_P1_P2.1.1.1,Nabo,,7/3/2023,6/30/2023,185,80,3,,,,,,,,,N,N,Y,,,,,8/8/2023
3199,1,Chal-JSG-LCL-559_P2_P1_P2_P2.2.1.1,Chal,,7/2/2023,7/4/2023,189,107,3,,,,,,,,,N,N,N,,,,,8/7/2023
3200,1,Bals-JSG-RMM-LCL-523_P1_P1_P4_P1.1.1.1,Bals,,7/6/2023,7/4/2023,225,109,3,,,,,,,,,N,N,N,,,,,8/11/2023
3201,1,Mesa-JSG-LCL-566_P2_P1_P3_P1.1.1.1,Mesa,,6/27/2023,6/28/2023,222,75,2,,,,,,,,,N,N,N,,,,,8/2/2023
3202,1,Mesa-JSG-RMM-LCL-473_P3_P1_P1_P1.2.1.1,Mesa,,NA,NA,,,,,,,,,,,,N,N,N,,,,,#VALUE!
3203,1,B73,B73,,6/29/2023,6/29/2023,,,,,,,,,,,,N,N,Y,,,,,8/4/2023
3204,1,Chal-JSG-RMM-LCL-476_P2_P1_P3_P1.2.1.1,Chal,,6/27/2023,6/26/2023,168,70,2,,,,,,,,,N,N,Y,,,,,8/2/2023
3205,1,Zdip-CIM10003_P2_P1_P3_P3.3.1.1,Zdip,,6/29/2023,6/29/2023,152,75,2,,,,,,,,,N,N,Y,,,,,8/4/2023
3206,1,Chal-JSG-JMHC-629_P4_P1_P1_P1.2.1.1,Chal,,6/27/2023,6/27/2023,182,75,2,,,,,,,,,N,N,N,,,,,8/2/2023
3207,1,Dura-JSG-SRV-EAM-708_P3_P1_P1_P3.3.1.1,Dura,,6/27/2023,6/26/2023,174,68,4,,,,,,,,,N,N,Y,,,,,8/2/2023
3208,1,Zlux-G3_P3_P1_P4_P1.1.1.1,Zlux,,6/26/2023,6/27/2023,185,68,2,,,,,,,,,N,N,N,,,,,8/1/2023
3209,1,Zlux-G7_P2_P1_P2_P1.2.1.1,Zlux,,6/28/2023,6/29/2023,170,55,4,,,,,,,,,N,N,N,,,,,8/3/2023
3210,1,Mesa-JSG-427_P2_P1_P3_P1.2.1.1,Mesa,,6/25/2023,6/26/2023,185,81,3,,,,,,,,,N,N,N,,,,,7/31/2023
3211,1,Mesa-JSG-RMM-LCL-536_P1_P1_P2_P2.1.1.1,Mesa,,7/1/2023,6/28/2023,174,73,3,,,,,,,,,N,N,Y,,,,,8/6/2023
3212,1,Zlux-G7_P2_P1_P3_P1.1.1.1,Zlux,,7/4/2023,7/1/2023,165,53,1,,,,,,,,,N,N,N,,,,,8/9/2023
3213,1,Zdip-CIM10003_P2_P1_P4_P3.3.1.1,Zdip,,6/27/2023,6/26/2023,175,57,2,,,,,,,,,N,N,Y,,,,,8/2/2023
3214,1,Chal-JSG-Y-RMM-463_P2_P1_P2_P1.1.1.1,Chal,,6/29/2023,6/29/2023,,,,,,,,,,,,N,N,N,,,,,8/4/2023
3215,1,Purple Check,Check,,NA,NA,,,,,,,,,,,,,,,,,,,
3216,1,Zlux-FAC--P-87_P1_P1_P1_P4.2.1.1,Zlux,,6/28/2023,6/27/2023,185,72,2,,,,,,,,,N,N,N,,,,,8/3/2023
3217,1,Dura-JSG-Y-RMM-429_P2_P1_P3_P2.4.1.1,Dura,,7/1/2023,7/1/2023,186,73,4,,,,,,,,,N,N,N,,,,,8/6/2023
3218,1,Mesa-JSG-Y-RMM-444_P2_P1_P1_P2.2.1.1,Mesa,,7/2/2023,6/30/2023,218,100,3,,,,,,,,,N,N,N,,,,,8/7/2023
3219,1,Hueh-H2_P4_P1_P3_P1.3.1.1,Hueh,,7/1/2023,6/29/2023,176,65,2,,,,,,,,,N,N,N,,,,,8/6/2023
3220,1,B73,B73,,7/1/2023,6/28/2023,177,63,2,,,,,,,,,N,N,N,,,,,8/6/2023
3221,1,Hueh-H2_P4_P1_P3_P1.4.1.1,Hueh,,7/2/2023,6/30/2023,184,68,3,,,,,,,,,N,N,N,,,,,8/7/2023
3222,1,Zdip-JLVTKV-719_P2_P1_P5_P2.2.1.1,Zdip,,7/3/2023,7/1/2023,185,68,2,,,,,,,,,N,N,N,,,,,8/8/2023
3223,1,Nabo-JSG-SRV-604_P3_P1_P3_P1.1.1.1,Nabo,,6/30/2023,6/29/2023,198,77,2,,,,,,,,,N,N,N,,,,,8/5/2023
3224,1,Mesa-JSG-RMM-LCL-536_P1_P1_P2_P1.1.1.1,Mesa,,7/1/2023,6/28/2023,195,73,2,,,,,,,,,N,N,N,,,,,8/6/2023
3225,1,B73,B73,,7/1/2023,6/27/2023,212,87,2,,,,,,,,,N,N,N,,,,,8/6/2023
3226,1,Zdip-CIM10003_P3_P1_P2_P1.3.1.1,Zdip,,6/27/2023,6/26/2023,177,75,3,,,,,,,,,N,N,N,,,,,8/2/2023
3227,1,Zlux-G3_P3_P1_P2_P1.2.1.1,Zlux,,6/30/2023,6/28/2023,197,75,3,,,,,,,,,N,N,N,,,,,8/5/2023
3228,1,Chal-JSG-JMHC-634_P3_P1_P3_P2.2.1.1,Chal,,6/27/2023,6/27/2023,,,,,,,,,,,,N,N,N,,,,,8/2/2023
3229,1,Zdip-JLVTKV-719_P2_P1_P4_P5.1.1.1,Zdip,,6/27/2023,6/27/2023,,,,,,,,,,,,N,N,N,,,,,8/2/2023
3230,1,Chal-JSG-JMHC-626_P4_P1_P1_P1.1.1.1,Chal,,6/27/2023,6/26/2023,192,68,2,,,,,,,,,N,N,Y,,,,,8/2/2023
3231,1,Nabo-JSG-SRV-604_P2_P1_P5_P4.4.1.1,Nabo,,6/29/2023,6/28/2023,188,83,3,,,,,,,,,N,N,N,,,,,8/4/2023
3232,1,Dura-JSG-Y-RMM-429_P4_P1_P1_P3.2.1.1,Dura,,6/27/2023,6/27/2023,173,59,3,,,,,,,,,N,N,N,,,,,8/2/2023
3233,1,Chal-JSG-JMHC-637_P1_P1_P4_P1.1.1.1,Chal,short,7/23/2023,7/23/2023,170,47,1,,,,,,,,,N,N,N,,,,,8/28/2023
3234,1,Nabo-JSG-SRV-604_P3_P1_P3_P2.3.1.1,Nabo,,6/29/2023,6/29/2023,164,57,2,,,,,,,,,N,N,N,,,,,8/4/2023
3235,1,Zlux-G3_P3_P1_P5_P1.2.1.1,Zlux,,7/4/2023,7/4/2023,171,45,2,,,,,,,,,N,N,N,,,,,8/9/2023
3236,1,Mesa-JSG-Y-RMM-450_P2_P1_P3_P1.2.1.1,Mesa,,6/29/2023,6/26/2023,205,73,1,,,,,,,,,N,N,N,,,,,8/4/2023
3237,1,Mesa-JSG-LCL-566_P2_P1_P2_P1.2.1.1,Mesa,,6/25/2023,6/25/2023,230,94,5,,,,,,,,,N,N,N,,,,,7/31/2023
3238,1,Zlux-FAC--P-87_P1_P1_P4_P2.1.1.1,Zlux,,6/27/2023,6/28/2023,198,95,5,,,,,,,,,N,N,N,,,,,8/2/2023
3239,1,Zlux-G6_P4_P1_P1_P1.1.1.1,Zlux,,6/29/2023,6/28/2023,203,77,3,,,,,,,,,N,N,N,,,,,8/4/2023
3240,1,Dura-JSG-SRV-EAM-705_P4_P1_P2_P2.3.1.1,Dura,,6/27/2023,6/27/2023,,,,,,,,,,,,N,N,N,,,,,8/2/2023
3241,1,Mesa-JSG-Y-LOS-75_P2_P1_P5_P1.2.1.1,Mesa,,6/28/2023,6/28/2023,,,,,,,,,,,,N,N,N,,,,,8/3/2023
3242,1,Hueh-H2_P4_P1_P1_P1.1.1.1,Hueh,,6/28/2023,6/28/2023,227,75,3,,,,,,,,,N,N,N,,,,,8/3/2023
3243,1,Nabo-JSG-SRV-604_P2_P1_P1_P2.2.1.1,Nabo,,7/2/2023,6/30/2023,168,63,2,,,,,,,,,N,N,N,,,,,8/7/2023
3244,1,Bals-JSG-Y-LOS-142_P2_P1_P3_P1.1.1.1,Bals,,7/1/2023,6/30/2023,215,76,2,,,,,,,,,N,N,Y,,,,,8/6/2023
3245,1,Chal-JSG-LCL-559_P2_P1_P2_P1.2.1.1,Chal,,7/1/2023,6/29/2023,185,70,3,,,,,,,,,N,N,N,,,,,8/6/2023
3246,1,Zdip-JLVTKV-719_P2_P1_P5_P2.3.1.1,Zdip,,6/27/2023,6/27/2023,175,55,2,,,,,,,,,N,N,N,,,,,8/2/2023
3247,1,Chal-JSG-RMM-LCL-476_P2_P1_P4_P2.2.1.1,Chal,,7/4/2023,7/1/2023,167,65,2,,,,,,,,,N,N,N,,,,,8/9/2023
3248,1,Bals-JACV-T-049_P2_P1_P3_P2.1.1.1,Bals,,7/5/2023,7/4/2023,255,90,3,,,,,,,,,N,N,N,,,,,8/10/2023
3249,1,Zlux-G3_P3_P1_P1_P3.1.1.1,Zlux,,7/4/2023,7/2/2023,165,50,6,,,,,,,,,N,N,N,,,,,8/9/2023
3250,1,Nabo-JSG-SRV-604_P2_P1_P4_P2.1.1.1,Nabo,,7/2/2023,7/1/2023,172,73,3,,,,,,,,,N,N,N,,,,,8/7/2023
3251,1,B73,B73,,6/27/2023,6/26/2023,193,57,2,,,,,,,,,N,N,N,,,,,8/2/2023
3252,1,Mesa-JSG-Y-RMM-444_P2_P1_P1_P2.1.1.1,Mesa,,6/29/2023,6/29/2023,186,87,3,,,,,,,,,N,N,N,,,,,8/4/2023
3253,1,Dura-JSG-Y-RMM-429_P4_P1_P1_P1.1.1.1,Dura,,6/26/2023,6/26/2023,209,70,3,,,,,,,,,N,N,N,,,,,8/1/2023
3254,1,Zdip-CIM10003_P3_P1_P4_P1.1.1.1,Zdip,,6/30/2023,6/28/2023,,,,,,,,,,,,N,N,N,,,,,8/5/2023
3255,1,Bals-JSG-RMM-558_P3_P1_P4_P1.2.1.1,Bals,,6/29/2023,6/29/2023,,,,,,,,,,,,N,N,Y,,,,,8/4/2023
3256,1,Bals-JACV-T-082_P2_P1_P4_P1.1.1.1,Bals,,6/25/2023,6/25/2023,221,82,2,,,,,,,,,N,N,N,,,,,7/31/2023
3257,1,Zlux-G6_P4_P1_P3_P1.5.1.1,Zlux,,7/4/2023,7/1/2023,230,85,2,,,,,,,,,N,N,Y,,,,,8/9/2023
3258,1,Bals-JLHNM-661_P2_P2_P4_P2.1.1.1,Bals,,6/23/2023,6/23/2023,185,70,3,,,,,,,,,N,N,N,,,,,7/29/2023
3259,1,Zlux-G7_P2_P1_P2_P1.1.1.1,Zlux,,6/30/2023,6/29/2023,180,65,4,,,,,,,,,N,N,N,,,,,8/5/2023
3260,1,Mesa-JSG-RMM-LCL-536_P1_P1_P2_P1.2.1.1,Mesa,,7/1/2023,7/1/2023,175,54,2,,,,,,,,,N,N,N,,,,,8/6/2023
3261,1,Bals-JSG-RMM-LCL-546_P3_P1_P1_P1.2.1.1,Bals,,7/10/2023,7/7/2023,189,57,2,,,,,,,,,N,N,N,,,,,8/15/2023
3262,1,Bals-DMA-2008-1_P3_P1_P4_P1.1.1.1,Bals,"short, delayed shoots, 1 tall",7/21/2023,7/7/2023,139,25,1,,,,,,,,,N,N,N,,,,,8/26/2023
3263,1,Nabo-JSG-SRV-604_P2_P1_P3_P3.4.1.1,Nabo,,6/28/2023,6/27/2023,175,58,3,,,,,,,,,N,N,N,,,,,8/3/2023
3264,1,Chal-JSG-JMHC-631_P2_P1_P4_P1.1.1.1,Chal,,6/27/2023,6/26/2023,184,78,3,,,,,,,,,N,N,N,,,,,8/2/2023
3265,1,Dura-JSG-SRV-EAM-705_P4_P1_P5_P3.1.1.1,Dura,,6/27/2023,6/27/2023,207,78,4,,,,,,,,,N,N,Y,,,,,8/2/2023
3266,1,Hueh-H1_P3_P1_P2_P3.3.1.1,Hueh,,6/26/2023,6/27/2023,,,,,,,,,,,,N,N,N,,,,,8/1/2023
3267,1,Mesa-JSG-RMM-LCL-473_P2_P1_P5_P1.3.1.1,Mesa,,6/26/2023,6/26/2023,,,,,,,,,,,,N,N,N,,,,,8/1/2023
3268,1,Dura-JSG-SRV-EAM-705_P4_P1_P3_P1.1.1.1,Dura,,7/1/2023,6/29/2023,234,73,2,,,,,,,,,N,N,N,,,,,8/6/2023
3269,1,Zlux-FAC--P-87_P1_P1_P5_P3.3.1.1,Zlux,,7/7/2023,7/7/2023,225,97,3,,,,,,,,,N,N,Y,,,,,8/12/2023
3270,1,Bals-JSG-Y-RMM-457_P3_P1_P2_P1.1.1.1,Bals,,7/1/2023,6/29/2023,232,82,3,,,,,,,,,N,N,N,,,,,8/6/2023
3271,1,Mesa-JSG-Y-LOS-75_P1_P1_P5_P1.2.1.1,Mesa,,6/28/2023,6/28/2023,224,70,3,,,,,,,,,N,N,N,,,,,8/3/2023
3272,1,B73,B73,,6/27/2023,6/25/2023,178,83,3,,,,,,,,,N,N,N,,,,,8/2/2023
3273,1,Zlux-G1_P1_P1_P4_P1.4.1.1,Zlux,,7/4/2023,7/4/2023,177,66,5,,,,,,,,,N,N,N,,,,,8/9/2023
3274,1,Zlux-G6_P4_P1_P5_P1.3.1.1,Zlux,,7/4/2023,7/4/2023,185,50,3,,,,,,,,,N,N,N,,,,,8/9/2023
3275,1,Bals-JSG-RMM-558_P3_P1_P2_P2.2.1.1,Bals,,7/1/2023,6/28/2023,195,73,2,,,,,,,,,N,N,N,,,,,8/6/2023
3276,1,Zlux-G7_P2_P1_P4_P1.1.1.1,Zlux,,7/4/2023,7/1/2023,195,77,2,,,,,,,,,N,N,N,,,,,8/9/2023
3277,1,B73,B73,,6/29/2023,6/28/2023,217,76,3,,,,,,,,,N,N,N,,,,,8/4/2023
3278,1,Nabo-JSG-SRV-604_P3_P1_P5_P2.4.1.1,Nabo,,6/27/2023,6/27/2023,188,58,4,,,,,,,,,N,N,N,,,,,8/2/2023
3279,1,Chal-JSG-LCL-559_P2_P1_P1_P1.1.1.1,Chal,,6/29/2023,6/29/2023,200,67,2,,,,,,,,,N,N,Y,,,,,8/4/2023
3280,1,Zdip-JSG-RMM-LCL-551_P3_P1_P2_P1.5.1.1,Zdip,,6/29/2023,6/29/2023,,,,,,,,,,,,N,N,N,,,,,8/4/2023
3281,1,Bals-JACV-T-082_P2_P1_P3_P1.1.1.1,Bals,,6/25/2023,6/25/2023,,,,,,,,,,,,N,N,N,,,,,7/31/2023
3282,1,Chal-JSG-LCL-559_P2_P1_P2_P2.1.1.1,Chal,,6/23/2023,6/23/2023,173,63,2,,,,,,,,,N,N,N,,,,,7/29/2023
3283,1,Nabo-JSG-SRV-606_P2_P1_P3_P2.4.1.1,Nabo,,6/25/2023,6/25/2023,183,85,3,,,,,,,,,N,N,Y,,,,,7/31/2023
3284,1,Mesa-JSG-426_P1_P2_P1_P2.2.1.1,Mesa,,6/25/2023,6/24/2023,221,63,2,,,,,,,,,N,N,Y,,,,,7/31/2023
3285,1,Zdip-JSG-RMM-LCL-551_P3_P1_P2_P2.3.1.1,Zdip,,6/28/2023,6/28/2023,185,63,3,,,,,,,,,N,N,N,,,,,8/3/2023
3286,1,Chal-JSG-LCL-559_P2_P1_P2_P1.4.1.1,Chal,,7/5/2023,7/4/2023,175,54,3,,,,,,,,,N,N,N,,,,,8/10/2023
3287,1,Zlux-G3_P3_P1_P3_P1.5.1.1,Zlux,,7/6/2023,7/7/2023,150,37,1,,,,,,,,,N,N,N,,,,,8/11/2023
3288,1,Chal-JSG-Y-RMM-463_P2_P1_P5_P2.2.1.1,Chal,,7/5/2023,7/1/2023,190,60,3,,,,,,,,,N,N,N,,,,,8/10/2023
3289,1,Nabo-JSG-SRV-604_P3_P1_P3_P3.3.1.1,Nabo,,6/25/2023,6/25/2023,174,65,5,,,,,,,,,N,N,N,,,,,7/31/2023
3290,1,Mesa-JSG-Y-RMM-440_P1_P1_P4_P1.1.1.1,Mesa,,6/25/2023,6/28/2023,170,71,3,,,,,,,,,N,N,N,,,,,7/31/2023
3291,1,Zdip-JSG-RMM-LCL-551_P2_P1_P1_P2.1.1.1,Zdip,,6/25/2023,6/25/2023,205,70,2,,,,,,,,,N,N,Y,,,,,7/31/2023
3292,1,Zdip-CIM10003_P3_P1_P2_P5.4.1.1,Zdip,,6/27/2023,6/27/2023,,,,,,,,,,,,N,N,N,,,,,8/2/2023
3293,1,Bals-JLNCM-654_P1_P1_P2_P1.2.1.1,Bals,,6/25/2023,6/25/2023,,,,,,,,,,,,N,N,N,,,,,7/31/2023
3294,1,Mesa-JSG-LCL-566_P2_P1_P2_P2.4.1.1,Mesa,,6/25/2023,6/24/2023,198,60,1,,,,,,,,,N,N,Y,,,,,7/31/2023
3295,1,Bals-JLNCM-654_P1_P1_P1_P1.1.1.1,Bals,,7/1/2023,6/29/2023,241,100,4,,,,,,,,,N,N,N,,,,,8/6/2023
3296,1,Zlux-G3_P3_P1_P4_P2.4.1.1,Zlux,,6/29/2023,6/29/2023,170,57,2,,,,,,,,,N,N,N,,,,,8/4/2023
3297,1,Zlux-G3_P3_P1_P1_P3.3.1.1,Zlux,,7/3/2023,7/1/2023,182,60,2,,,,,,,,,N,N,N,,,,,8/8/2023
3298,1,B73,B73,,6/29/2023,6/27/2023,184,60,2,,,,,,,,,N,N,N,,,,,8/4/2023
3299,1,Bals-JLNCM-646_P2_P1_P5_P1.3.1.1,Bals,,7/1/2023,6/29/2023,167,65,2,,,,,,,,,N,N,Y,,,,,8/6/2023
3300,1,Bals-JLNCM-657_P4_P1_P5_P1.2.1.1,Bals,,7/6/2023,7/6/2023,202,77,2,,,,,,,,,N,N,Y,,,,,8/11/2023
3301,1,Bals-JSG-RMM-LCL-534_P1_P1_P5_P1.2.1.1,Bals,,7/1/2023,6/29/2023,190,52,2,,,,,,,,,N,N,N,,,,,8/6/2023
3302,1,B73,B73,,7/1/2023,6/28/2023,172,77,2,,,,,,,,,N,N,N,,,,,8/6/2023
3303,1,B73,B73,,7/1/2023,6/28/2023,180,60,2,,,,,,,,,N,N,N,,,,,8/6/2023
3304,1,Zdip-JLVTKV-720_P1_P1_P5_P1.4.1.1,Zdip,,6/28/2023,6/28/2023,191,77,2,,,,,,,,,N,N,N,,,,,8/3/2023
3305,1,Bals-JSG-LCL-JR-P-702_P4_P1_P5_P1.2.1.1,Bals,,6/26/2023,6/26/2023,208,67,2,,,,,,,,,N,N,N,,,,,8/1/2023
3306,1,Nabo-JSG-SRV-604_P2_P1_P5_P6.1.1.1,Nabo,,6/27/2023,6/26/2023,,,,,,,,,,,,N,N,Y,,,,,8/2/2023
3307,1,Mesa-JSG-426_P1_P2_P3_P2.2.1.1,Mesa,,7/1/2023,6/29/2023,,,,,,,,,,,,N,N,N,,,,,8/6/2023
3308,1,Zdip-CIM10003_P2_P1_P1_P1.2.1.1,Zdip,,6/28/2023,6/27/2023,207,67,2,,,,,,,,,N,N,N,,,,,8/3/2023
3309,1,Nabo-JSG-SRV-604_P2_P1_P5_P1.3.1.1,Nabo,,6/27/2023,6/26/2023,220,95,7,,,,,,,,,N,N,Y,,,,,8/2/2023
3310,1,Hueh-H1_P3_P1_P3_P1.2.1.1,Hueh,,6/28/2023,6/28/2023,161,50,3,,,,,,,,,N,N,N,,,,,8/3/2023
3311,1,Nabo-JSG-SRV-604_P2_P1_P5_P1.4.1.1,Nabo,,6/30/2023,6/30/2023,191,58,6,,,,,,,,,N,N,N,,,,,8/5/2023
3312,1,Mesa-JSG-LCL-565_P2_P1_P4_P2.1.1.1,Mesa,,7/9/2023,7/7/2023,167,45,2,,,,,,,,,N,N,N,,,,,8/14/2023
3313,1,Dura-JSG-SRV-EAM-708_P3_P1_P1_P3.2.1.1,Dura,,7/2/2023,6/28/2023,175,55,2,,,,,,,,,N,N,N,,,,,8/7/2023
3314,1,Chal-CIM27215(CIM-1)_P2_P1_P1_P1.2.1.1,Chal,,7/3/2023,7/2/2023,173,55,3,,,,,,,,,N,N,N,,,,,8/8/2023
3315,1,Hueh-H2_P4_P1_P2_P1.3.1.1,Hueh,,6/30/2023,6/28/2023,192,77,4,,,,,,,,,N,N,Y,,,,,8/5/2023
3316,1,Dura-JSG-SRV-EAM-705_P1_P1_P2_P4.1.1.1,Dura,,7/1/2023,6/28/2023,230,117,5,,,,,,,,,N,N,N,,,,,8/6/2023
3317,1,Bals-JLHNM-664_P3_P1_P2_P2.1.1.1,Bals,,6/27/2023,6/27/2023,187,60,3,,,,,,,,,N,N,N,,,,,8/2/2023
3318,1,Zdip-CIM10003_P2_P1_P5_P2.1.1.1,Zdip,,6/27/2023,6/27/2023,,,,,,,,,,,,N,N,N,,,,,8/2/2023
3319,1,Dura-JSG-SRV-EAM-708_P3_P1_P5_P6.4.1.1,Dura,,6/27/2023,6/27/2023,,,,,,,,,,,,N,N,N,,,,,8/2/2023
3320,1,Nabo-JSG-SRV-604_P2_P1_P4_P1.1.1.1,Nabo,,6/27/2023,6/27/2023,200,78,2,,,,,,,,,N,N,Y,,,,,8/2/2023
3321,1,Dura-JSG-SRV-EAM-705_P4_P1_P4_P5.2.1.1,Dura,,7/2/2023,6/29/2023,220,98,4,,,,,,,,,N,N,N,,,,,8/7/2023
3322,1,Bals-JSG-RMM-558_P3_P1_P3_P1.3.1.1,Bals,,7/1/2023,6/29/2023,214,95,4,,,,,,,,,N,N,Y,,,,,8/6/2023
3323,1,Bals-JSG-LCL-704_P2_P1_P3_P1.2.1.1,Bals,,7/1/2023,6/28/2023,175,60,2,,,,,,,,,N,N,N,,,,,8/6/2023
